speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
monpar,Monk Parakeet,Myiopsitta monachus,L7951273,The Yard Bar,2018-09-22 18:27,18.0,30.343057,-97.73972,True,False,True,S48680887
monpar,Monk Parakeet,Myiopsitta monachus,L7953390,"Oak Hill, Austin US-TX (30.2339,-97.8746)",2018-09-23 13:03,10.0,30.233869,-97.874554,True,False,True,S48696397
monpar,Monk Parakeet,Myiopsitta monachus,L512026,Mueller Lake Park,2018-09-24 09:33,4.0,30.2972402,-97.7063084,True,False,False,S48715146
monpar,Monk Parakeet,Myiopsitta monachus,L2123616,Nicholas Dawson Park,2018-09-26 09:30,1.0,30.2523947,-97.7547169,True,False,False,S48762395
monpar,Monk Parakeet,Myiopsitta monachus,L7763895,"4201 Ed Bluestein Blvd, Austin US-TX (30.2774,-97.6663)",2018-09-27 12:02,2.0,30.2774,-97.666318,True,False,True,S48779261
monpar,Monk Parakeet,Myiopsitta monachus,L2065011,Brackenridge Field Labs (U.Tx.),2018-09-28 08:30,7.0,30.282121,-97.7791786,True,False,False,S48814941
monpar,Monk Parakeet,Myiopsitta monachus,L7977224,"11501 Domain Dr., Austin (30.402, -97.724)",2018-09-29 10:55,10.0,30.4019131,-97.724237,True,False,True,S48861675
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-09-30 16:56,2.0,30.2181988,-97.6458054,True,False,False,S48851362
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-10-01 18:26,3.0,30.2181988,-97.6458054,True,False,False,S48875585
monpar,Monk Parakeet,Myiopsitta monachus,L722854,"The Triangle Pond, Austin",2018-10-02 09:30,6.0,30.3128387,-97.7336454,True,False,False,S48887423
monpar,Monk Parakeet,Myiopsitta monachus,L1986003,"North Shore Overlook (Town Lake), Austin",2018-10-03 17:45,4.0,30.271141,-97.7676666,True,False,False,S48930637
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-10-04 18:13,2.0,30.2181988,-97.6458054,True,False,False,S48936473
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-10-05 10:47,4.0,30.2181988,-97.6458054,True,False,False,S48950272
monpar,Monk Parakeet,Myiopsitta monachus,L567534,Roy G. Guerrero Colorado River Metro Park,2018-10-06 09:39,5.0,30.246172,-97.7049763,True,False,False,S48978135
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-10-07 17:57,12.0,30.2181988,-97.6458054,True,False,False,S49043048
monpar,Monk Parakeet,Myiopsitta monachus,L2065011,Brackenridge Field Labs (U.Tx.),2018-10-08 08:30,5.0,30.282121,-97.7791786,True,False,False,S49043633
monpar,Monk Parakeet,Myiopsitta monachus,L1012907,Pink Casita,2018-10-09 16:35,9.0,30.3306734,-97.7325504,True,False,True,S49083967
monpar,Monk Parakeet,Myiopsitta monachus,L512026,Mueller Lake Park,2018-10-10 09:45,12.0,30.2972402,-97.7063084,True,False,False,S49098808
monpar,Monk Parakeet,Myiopsitta monachus,L926665,Southwest Greenway & Butterfly Garden (Mueller),2018-10-11 18:52,13.0,30.2891992,-97.7030468,True,False,False,S49127958
monpar,Monk Parakeet,Myiopsitta monachus,L2211187,Lady Bird Lake--Peninsula Trail,2018-10-12 11:09,3.0,30.2464761,-97.7206448,True,False,False,S49138874
monpar,Monk Parakeet,Myiopsitta monachus,L2166784,Austin--I-35 / Braker Ln,2018-10-13 17:31,4.0,30.3770485,-97.6760651,True,False,True,S49170720
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-10-14 17:45,1.0,30.2181988,-97.6458054,True,False,False,S49202250
monpar,Monk Parakeet,Myiopsitta monachus,L5063959,Travis County - Hwy 183 between Colorado River and Hwy 71,2018-10-15 16:00,2.0,30.234599,-97.6851511,True,False,True,S49305871
monpar,Monk Parakeet,Myiopsitta monachus,L7154083,"Tanglewood Village, Austin US-TX (30.1754,-97.8259)",2018-10-16 18:00,6.0,30.175417,-97.82594,True,False,True,S49240703
monpar,Monk Parakeet,Myiopsitta monachus,L2065011,Brackenridge Field Labs (U.Tx.),2018-10-17 08:30,4.0,30.282121,-97.7791786,True,False,False,S49253323
monpar,Monk Parakeet,Myiopsitta monachus,L722854,"The Triangle Pond, Austin",2018-10-18 13:21,2.0,30.3128387,-97.7336454,True,False,False,S49275144
monpar,Monk Parakeet,Myiopsitta monachus,L1553053,Austin-Bergstrom Intl. Airport (AUS),2018-10-19 17:44,9.0,30.2023519,-97.666933,True,False,False,S49303232
monpar,Monk Parakeet,Myiopsitta monachus,L4828182,New Place,2018-10-20 18:00,2.0,30.328169,-97.718319,True,False,True,S49328657
monpar,Monk Parakeet,Myiopsitta monachus,L2211187,Lady Bird Lake--Peninsula Trail,2018-10-21 10:17,4.0,30.2464761,-97.7206448,True,False,False,S49368242
monpar,Monk Parakeet,Myiopsitta monachus,L7847405,Garden Street,2018-10-22 09:44,13.0,30.257142,-97.732512,True,False,True,S49369853
monpar,Monk Parakeet,Myiopsitta monachus,L7763895,"4201 Ed Bluestein Blvd, Austin US-TX (30.2774,-97.6663)",2018-10-23 15:50,7.0,30.2774,-97.666318,True,False,True,S49409183
monpar,Monk Parakeet,Myiopsitta monachus,L2880142,Austin--TX-LOOP-111 / Bolm Rd / Shady Ln,2018-10-25 17:49,12.0,30.2597159,-97.6937342,True,False,True,S49449102
monpar,Monk Parakeet,Myiopsitta monachus,L2065011,Brackenridge Field Labs (U.Tx.),2018-10-26 09:30,2.0,30.282121,-97.7791786,True,False,False,S49492667
monpar,Monk Parakeet,Myiopsitta monachus,L3889097,"Ramsey Park, Austin",2018-10-27 09:59,4.0,30.3132863,-97.743535,True,False,False,S49517109
monpar,Monk Parakeet,Myiopsitta monachus,L2914957,Manor--TX-LOOP-212 / FM-973 / Old Highway 20 [Parsons St],2018-10-28 17:19,2.0,30.341056,-97.5576898,True,False,True,S49525664
monpar,Monk Parakeet,Myiopsitta monachus,L4064693,"Southeast Greenway, Mueller",2018-10-29 10:35,4.0,30.2904776,-97.6929778,True,False,False,S49540308
monpar,Monk Parakeet,Myiopsitta monachus,L8092016,"111 East Cesar Chavez Street, Austin, Texas, US (30.263, -97.744)",2018-10-30 15:22,2.0,30.2626202,-97.7440589,True,False,True,S49591114
monpar,Monk Parakeet,Myiopsitta monachus,L2921601,"W 45th St / Guadalupe St, Austin",2018-10-31 16:45,2.0,30.311413,-97.734359,True,False,True,S49587390
monpar,Monk Parakeet,Myiopsitta monachus,L4064693,"Southeast Greenway, Mueller",2018-11-01 13:45,2.0,30.2904776,-97.6929778,True,False,False,S49604598
monpar,Monk Parakeet,Myiopsitta monachus,L3079088,Govalle Park,2018-11-02 08:44,21.0,30.259941,-97.690514,True,False,False,S49621027
monpar,Monk Parakeet,Myiopsitta monachus,L8102558,"78724, Austin US-TX (30.2948,-97.6201)",2018-11-03 17:52,2.0,30.294755,-97.620093,True,False,True,S49657275
monpar,Monk Parakeet,Myiopsitta monachus,L8106687,"900–998 W 5th St, Austin US-TX (30.2701,-97.7541)",2018-11-04 17:08,7.0,30.270111,-97.754053,True,False,True,S49682168
monpar,Monk Parakeet,Myiopsitta monachus,L130766,Hornsby Bend (HOTE 037),2018-11-05 16:10,30.0,30.2181988,-97.6458054,True,False,False,S49718390
monpar,Monk Parakeet,Myiopsitta monachus,L722854,"The Triangle Pond, Austin",2018-11-06 09:57,6.0,30.3128387,-97.7336454,True,False,False,S49717246
monpar,Monk Parakeet,Myiopsitta monachus,L393344,"Central Park Ponds, Austin",2018-11-07 16:25,2.0,30.3057252,-97.7392244,True,False,False,S49810732
